"","X.1","X","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms","waterfront2","air_cond2","construction2","sewer2"
"787",787,787,365000,0.69,0,13,21900,0,1,4,2,2,2516,0,2.5,11,"No","Yes","No","Private"
"788",788,788,120000,0.89,0,14,19300,0,0,3,4,2,1684,0,1.5,5,"No","No","No","Private"
"789",789,789,193000,0.47,0,18,14100,0,0,2,3,2,1481,0,1.5,5,"No","No","No","Private"
"790",790,790,85568,0.15,0,67,2600,0,0,4,3,3,999,0,1,6,"No","No","No","Public"
"791",791,791,82000,0.46,0,17,4420,0,0,4,3,3,896,0,1,3,"No","No","No","Public"
"792",792,792,225000,0.77,0,50,3000,0,0,4,3,2,792,1,1,7,"No","No","No","Private"
"793",793,793,240000,0.85,0,34,50400,0,0,4,3,2,2747,2,3.5,12,"No","No","No","Private"
"794",794,794,234900,0.01,0,1,43300,1,1,2,2,3,2277,0,2.5,8,"No","Yes","Yes","Public"
"795",795,795,112000,0.02,0,19,14900,0,1,2,2,3,1281,1,2.5,6,"No","Yes","No","Public"
"796",796,796,261000,0.57,0,14,43200,0,1,2,2,3,2462,1,2.5,10,"No","Yes","No","Public"
"797",797,797,400000,0.6,0,9,57000,0,1,2,2,3,2897,2,2.5,12,"No","Yes","No","Public"
"798",798,798,310000,0.41,0,4,37600,0,1,3,2,3,2672,1,3.5,8,"No","Yes","No","Public"
"799",799,799,182000,0.29,0,21,26300,0,0,2,2,3,1932,0,1.5,8,"No","No","No","Public"
"800",800,800,187500,0.47,0,11,25500,0,0,2,2,3,1320,0,2.5,7,"No","No","No","Public"
"801",801,801,405000,0.61,0,6,23900,0,1,2,2,3,3296,1,2.5,12,"No","Yes","No","Public"
"802",802,802,420000,1.14,0,6,82100,0,1,2,2,3,3279,1,3,11,"No","Yes","No","Public"
"803",803,803,359000,0.48,0,4,37100,0,1,2,2,3,3204,1,2.5,9,"No","Yes","No","Public"
"804",804,804,120000,0.01,0,16,9900,0,1,3,4,3,1217,0,2.5,6,"No","Yes","No","Public"
"805",805,805,171500,0.31,0,37,21500,0,0,2,3,3,1782,1,1.5,6,"No","No","No","Public"
"806",806,806,159900,0.21,0,16,28800,0,1,2,2,3,1180,1,1.5,6,"No","Yes","No","Public"
"807",807,807,186500,0.21,0,16,28000,0,1,3,2,3,1452,1,2,8,"No","Yes","No","Public"
"808",808,808,260000,0.46,0,13,36600,0,1,2,2,3,2140,1,2.5,8,"No","Yes","No","Public"
"809",809,809,115000,0.01,0,16,9900,0,1,3,4,3,1219,0,1.5,6,"No","Yes","No","Public"
"810",810,810,191000,0.44,0,39,24100,0,0,2,3,3,1518,1,1.5,5,"No","No","No","Public"
"811",811,811,355465,0.35,0,0,233000,1,1,2,2,3,3328,1,2.5,12,"No","Yes","Yes","Public"
"812",812,812,339900,0.57,0,10,54600,0,1,2,2,3,2344,0,2.5,10,"No","Yes","No","Public"
"813",813,813,90000,0.49,0,74,10600,0,0,2,2,2,960,0,1,7,"No","No","No","Private"
"814",814,814,245000,0.04,0,6,28800,0,0,2,2,3,1544,0,2.5,8,"No","No","No","Public"
"815",815,815,320900,0.46,0,7,36400,0,1,2,2,3,2873,1,2.5,8,"No","Yes","No","Public"
"816",816,816,159000,0.22,0,18,29600,0,1,2,2,3,1180,1,1.5,6,"No","Yes","No","Public"
"817",817,817,174900,0.62,0,38,15100,0,0,2,2,2,1368,0,1.5,6,"No","No","No","Private"
"818",818,818,293500,0.49,0,10,38400,0,1,2,2,3,1904,1,2.5,8,"No","Yes","No","Public"
"819",819,819,210000,0.51,0,11,26900,0,0,2,2,3,1320,0,2,8,"No","No","No","Public"
"820",820,820,182500,1,0,34,25200,0,0,2,2,2,1594,1,1.5,5,"No","No","No","Private"
"821",821,821,219900,0.46,0,8,38100,0,1,2,2,3,1847,1,2.5,7,"No","Yes","No","Public"
"822",822,822,370000,0.46,0,1,36600,1,1,2,2,3,3125,1,2.5,12,"No","Yes","Yes","Public"
"823",823,823,286000,0.47,0,7,20000,0,0,2,2,3,2004,1,2.5,10,"No","No","No","Public"
"824",824,824,169900,0.49,0,36,27800,0,1,2,2,3,1623,1,1.5,8,"No","Yes","No","Public"
"825",825,825,161000,0.23,0,40,22000,0,0,4,3,3,1120,0,1,7,"No","No","No","Public"
"826",826,826,287000,0.36,0,2,53900,0,1,2,2,3,2363,1,2.5,11,"No","Yes","No","Public"
"827",827,827,315000,0.94,0,9,48200,0,0,2,2,3,2572,1,2.5,11,"No","No","No","Public"
"828",828,828,177000,0.34,0,25,9200,0,0,3,4,2,1548,0,1.5,5,"No","No","No","Private"
"829",829,829,332000,1,0,11,26700,0,1,2,2,3,2734,0,2.5,11,"No","Yes","No","Public"
"830",830,830,249000,0.53,0,8,38800,0,1,2,2,3,1462,1,2,5,"No","Yes","No","Public"
"831",831,831,179000,0.09,0,15,25500,0,0,2,2,3,1558,0,2.5,7,"No","No","No","Public"
"832",832,832,150000,0.52,0,34,14000,0,0,4,3,2,1664,0,1.5,8,"No","No","No","Private"
"833",833,833,225000,0.37,0,16,24500,0,0,2,2,3,1877,1,3,10,"No","No","No","Public"
"834",834,834,182000,0.33,0,37,21400,0,0,2,2,3,1838,1,1,7,"No","No","No","Public"
"835",835,835,329900,0.5,0,9,37800,0,1,2,2,3,2368,1,2.5,11,"No","Yes","No","Public"
"836",836,836,165000,0.33,0,32,22500,0,0,2,3,3,2104,1,1.5,11,"No","No","No","Public"
"837",837,837,180000,0.31,0,16,36800,0,0,2,2,3,1180,0,1.5,7,"No","No","No","Public"
"838",838,838,321000,0.53,0,11,38800,0,1,2,2,3,2399,1,2.5,11,"No","Yes","No","Public"
"839",839,839,180000,0.11,0,15,15400,0,0,2,2,3,1232,1,1.5,4,"No","No","No","Public"
"840",840,840,178000,0.14,0,17,19600,0,1,2,2,3,1180,0,1.5,6,"No","Yes","No","Public"
"841",841,841,279900,0.55,0,2,39500,0,0,2,2,3,2022,1,2.5,9,"No","No","No","Public"
"842",842,842,179000,0.14,0,19,21000,0,1,2,2,3,1364,1,1.5,5,"No","Yes","No","Public"
"843",843,843,183000,0.15,0,17,21000,0,1,2,2,3,1343,1,2.5,6,"No","Yes","No","Public"
"844",844,844,500000,1,0,70,35900,0,0,4,2,2,1492,0,1,7,"No","No","No","Private"
"845",845,845,170000,0.37,0,37,24500,0,0,2,3,3,999,1,1,6,"No","No","No","Public"
"846",846,846,179000,0.34,0,24,27000,0,0,2,2,3,2102,1,2.5,9,"No","No","No","Public"
"847",847,847,184900,0.32,0,18,27000,0,0,2,2,3,1656,1,1.5,4,"No","No","No","Public"
"848",848,848,177500,0.33,0,18,27000,0,0,3,2,3,1561,0,1.5,7,"No","No","No","Public"
"849",849,849,112500,0.15,0,19,15700,0,0,3,4,3,988,0,2,7,"No","No","No","Public"
"850",850,850,180000,0.32,0,17,27000,0,0,2,3,3,1765,1,2,9,"No","No","No","Public"
"851",851,851,10300,0.16,0,20,15700,0,0,3,4,3,912,1,1.5,4,"No","No","No","Public"
"852",852,852,137900,0.16,0,17,15100,0,0,3,4,3,1592,0,1.5,7,"No","No","No","Public"
"853",853,853,144000,0.06,0,54,3600,0,0,3,4,3,1344,0,1,8,"No","No","No","Public"
"854",854,854,131600,0.16,0,17,15100,0,0,3,4,3,1385,1,1.5,7,"No","No","No","Public"
"855",855,855,123500,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,5,"No","No","No","Public"
"856",856,856,123000,0.15,0,17,15100,0,0,3,4,3,1679,0,1.5,7,"No","No","No","Public"
"857",857,857,109000,0.15,0,20,15700,0,0,3,4,3,908,0,1,7,"No","No","No","Public"
"858",858,858,173000,0.31,0,16,27000,0,1,2,2,3,1527,1,2,5,"No","Yes","No","Public"
"859",859,859,105000,0.16,0,20,15700,0,0,3,4,3,912,0,1.5,3,"No","No","No","Public"
"860",860,860,122500,0.15,0,18,15100,0,0,3,4,3,1184,0,1.5,3,"No","No","No","Public"
"861",861,861,191000,0.46,0,26,24500,0,0,3,4,3,1719,1,1.5,7,"No","No","No","Public"
"862",862,862,149000,0.16,0,19,15100,0,0,3,4,2,1080,1,1,6,"No","No","No","Private"
"863",863,863,205000,0.33,0,16,27000,0,0,3,4,3,2118,1,2,9,"No","No","No","Public"
"864",864,864,225000,0.33,0,16,27000,0,0,3,4,3,2527,0,1.5,10,"No","No","No","Public"
"865",865,865,210000,0.49,0,15,25000,0,0,2,2,2,1592,1,1.5,8,"No","No","No","Private"
"866",866,866,188900,0.32,0,18,27000,0,0,3,4,3,1294,0,1,4,"No","No","No","Public"
"867",867,867,192000,0.94,0,33,25200,0,0,2,3,2,1974,1,2.5,8,"No","No","No","Private"
"868",868,868,137500,0.16,0,17,15700,0,0,3,4,3,988,1,2,7,"No","No","No","Public"
"869",869,869,200000,0.36,0,20,27000,0,0,2,2,3,1508,1,2,8,"No","No","No","Public"
"870",870,870,126000,0.16,0,17,15600,0,0,3,4,3,908,0,1,4,"No","No","No","Public"
"871",871,871,214500,0.35,0,20,27000,0,0,3,4,3,1910,1,2,7,"No","No","No","Public"
"872",872,872,152000,0.15,0,18,15700,0,0,3,4,3,912,0,1.5,5,"No","No","No","Public"
"873",873,873,115000,0.16,0,20,15700,0,0,3,4,3,912,0,1.5,5,"No","No","No","Public"
"874",874,874,88000,0.16,0,19,15700,0,0,3,4,3,988,0,2,4,"No","No","No","Public"
"875",875,875,170000,0.35,0,20,27000,0,0,3,4,3,1748,0,2,4,"No","No","No","Public"
"876",876,876,137000,0.16,0,18,15700,0,0,3,4,3,912,1,1.5,3,"No","No","No","Public"
"877",877,877,145000,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,8,"No","No","No","Public"
"878",878,878,202000,0.43,0,15,25000,0,0,2,2,2,1300,0,1.5,7,"No","No","No","Private"
"879",879,879,130000,0.15,0,17,15600,0,0,3,4,3,908,0,1,7,"No","No","No","Public"
"880",880,880,265000,1,0,25,21700,0,0,3,4,2,1900,0,2,7,"No","No","No","Private"
"881",881,881,185000,0.33,0,16,27000,0,0,3,4,3,2191,1,2.5,7,"No","No","No","Public"
"882",882,882,130000,0.16,0,25,15100,0,1,2,2,3,1080,1,1,4,"No","Yes","No","Public"
"883",883,883,190000,0.59,0,15,25000,0,1,2,2,2,1300,1,1.5,5,"No","Yes","No","Private"
"884",884,884,204000,0.4,0,1,15000,0,0,2,2,3,2458,1,2.5,10,"No","No","No","Public"
"885",885,885,125000,0.35,0,22,10500,0,0,3,4,3,1040,0,1,4,"No","No","No","Public"
"886",886,886,349900,0.44,0,0,13000,1,0,2,2,3,2886,1,3,12,"No","No","Yes","Public"
"887",887,887,142000,0.14,0,8,3700,0,0,2,2,3,1840,0,1,6,"No","No","No","Public"
"888",888,888,132500,0.37,0,19,13000,0,0,3,4,3,1988,0,1,4,"No","No","No","Public"
"889",889,889,220000,1,0,43,22900,0,0,4,2,2,672,0,1,3,"No","No","No","Private"
"890",890,890,160000,1.96,0,13,18400,0,0,4,2,2,1512,0,2,4,"No","No","No","Private"
"891",891,891,10300,0.16,0,20,15700,0,0,3,4,3,912,1,1.5,6,"No","No","No","Public"
"892",892,892,95000,0.15,0,19,15700,0,0,3,4,3,912,0,1.5,6,"No","No","No","Public"
"893",893,893,122055,0.15,0,17,15000,0,0,3,4,3,1385,0,1.5,5,"No","No","No","Public"
"894",894,894,149000,0.31,0,18,27000,0,0,2,2,3,1508,1,1.5,8,"No","No","No","Public"
"895",895,895,115000,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,5,"No","No","No","Public"
"896",896,896,140000,0.15,0,19,15100,0,0,3,4,3,1628,0,2.5,6,"No","No","No","Public"
"897",897,897,137900,0.16,0,17,15100,0,0,3,4,3,1592,0,1.5,5,"No","No","No","Public"
"898",898,898,144000,0.06,0,54,3600,0,0,3,4,3,1344,0,1,7,"No","No","No","Public"
"899",899,899,131600,0.16,0,17,15100,0,0,3,4,3,1385,1,1.5,7,"No","No","No","Public"
"900",900,900,123500,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,4,"No","No","No","Public"
"901",901,901,123000,0.15,0,17,15100,0,0,3,4,3,1679,0,1.5,4,"No","No","No","Public"
"902",902,902,109000,0.15,0,20,15700,0,0,3,4,3,908,0,1,3,"No","No","No","Public"
"903",903,903,173000,0.31,0,16,27000,0,1,2,2,3,1527,1,2,7,"No","Yes","No","Public"
"904",904,904,105000,0.16,0,20,15700,0,0,3,4,3,912,0,1.5,3,"No","No","No","Public"
"905",905,905,122500,0.15,0,18,15100,0,0,3,4,3,1184,0,1.5,3,"No","No","No","Public"
"906",906,906,191000,0.46,0,26,24500,0,0,3,4,3,1719,1,1.5,5,"No","No","No","Public"
"907",907,907,149000,0.16,0,19,15100,0,0,3,4,2,1080,1,1,5,"No","No","No","Private"
"908",908,908,205000,0.33,0,16,27000,0,0,3,4,3,2118,1,2,10,"No","No","No","Public"
"909",909,909,225000,0.33,0,16,27000,0,0,3,4,3,2527,0,1.5,8,"No","No","No","Public"
"910",910,910,210000,0.49,0,15,25000,0,0,2,2,2,1592,1,1.5,7,"No","No","No","Private"
"911",911,911,188900,0.32,0,18,27000,0,0,3,4,3,1294,0,1,4,"No","No","No","Public"
"912",912,912,192000,0.94,0,33,25200,0,0,2,3,2,1974,1,2.5,9,"No","No","No","Private"
"913",913,913,137500,0.16,0,17,15700,0,0,3,4,3,988,1,2,3,"No","No","No","Public"
"914",914,914,200000,0.36,0,20,27000,0,0,2,2,3,1508,1,2,7,"No","No","No","Public"
"915",915,915,126000,0.16,0,17,15600,0,0,3,4,3,908,0,1,4,"No","No","No","Public"
"916",916,916,214500,0.35,0,20,27000,0,0,3,4,3,1910,1,2,10,"No","No","No","Public"
"917",917,917,152000,0.15,0,18,15700,0,0,3,4,3,912,0,1.5,7,"No","No","No","Public"
"918",918,918,115000,0.16,0,20,15700,0,0,3,4,3,912,0,1.5,7,"No","No","No","Public"
"919",919,919,88000,0.16,0,19,15700,0,0,3,4,3,988,0,2,5,"No","No","No","Public"
"920",920,920,170000,0.35,0,20,27000,0,0,3,4,3,1748,0,2,6,"No","No","No","Public"
"921",921,921,137000,0.16,0,18,15700,0,0,3,4,3,912,1,1.5,6,"No","No","No","Public"
"922",922,922,145000,0.15,0,17,15100,0,0,3,4,3,1385,0,1.5,7,"No","No","No","Public"
"923",923,923,202000,0.43,0,15,25000,0,0,2,2,2,1300,0,1.5,4,"No","No","No","Private"
"924",924,924,130000,0.15,0,17,15600,0,0,3,4,3,908,0,1,5,"No","No","No","Public"
"925",925,925,265000,1,0,25,21700,0,0,3,4,2,1900,0,2,8,"No","No","No","Private"
"926",926,926,185000,0.33,0,16,27000,0,0,3,4,3,2191,1,2.5,8,"No","No","No","Public"
"927",927,927,130000,0.16,0,25,15100,0,1,2,2,3,1080,1,1,5,"No","Yes","No","Public"
"928",928,928,190000,0.59,0,15,25000,0,1,2,2,2,1300,1,1.5,5,"No","Yes","No","Private"
"929",929,929,204000,0.4,0,1,15000,0,0,2,2,3,2458,1,2.5,11,"No","No","No","Public"
"930",930,930,125000,0.35,0,22,10500,0,0,3,4,3,1040,0,1,8,"No","No","No","Public"
"931",931,931,349900,0.44,0,0,13000,1,0,2,2,3,2886,1,3,11,"No","No","Yes","Public"
"932",932,932,142000,0.14,0,8,3700,0,0,2,2,3,1840,0,1,7,"No","No","No","Public"
"933",933,933,132500,0.37,0,19,13000,0,0,3,4,3,1988,0,1,5,"No","No","No","Public"
"934",934,934,220000,1,0,43,22900,0,0,4,2,2,672,0,1,5,"No","No","No","Private"
"935",935,935,160000,1.96,0,13,18400,0,0,4,2,2,1512,0,2,6,"No","No","No","Private"
"936",936,936,156900,0.28,0,52,23200,0,0,4,2,2,1635,0,1.5,5,"No","No","No","Private"
"937",937,937,138000,0.31,0,39,25100,0,0,2,2,3,1672,0,1.5,5,"No","No","No","Public"
"938",938,938,166000,0.25,0,26,29000,0,1,2,2,3,1892,2,2,6,"No","Yes","No","Public"
"939",939,939,195000,0.56,0,18,30800,0,0,2,3,3,1652,1,2,6,"No","No","No","Public"
"940",940,940,295600,0.6,0,21,91600,0,1,2,2,2,2513,1,2.5,8,"No","Yes","No","Private"
"941",941,941,460000,0.47,0,1,14100,0,1,2,2,3,3336,1,3.5,12,"No","Yes","No","Public"
"942",942,942,126000,0.05,0,17,16000,0,1,2,2,3,1302,1,1.5,4,"No","Yes","No","Public"
"943",943,943,220300,0.58,0,16,38200,0,1,2,2,3,2006,1,2,5,"No","Yes","No","Public"
"944",944,944,175000,0.29,0,27,22700,0,1,2,2,3,1836,1,1.5,8,"No","Yes","No","Public"
"945",945,945,255000,1,0,49,69600,0,0,4,2,2,1994,1,2,9,"No","No","No","Private"
"946",946,946,185000,0.5,0,19,29000,0,0,2,3,3,1652,1,2,6,"No","No","No","Public"
"947",947,947,234000,0.57,0,8,31100,0,0,2,2,3,1888,1,2.5,7,"No","No","No","Public"
"948",948,948,133500,0.08,0,19,17200,0,1,2,2,3,1480,1,1.5,5,"No","Yes","No","Public"
"949",949,949,151000,0.2,0,19,19000,0,0,3,4,3,1234,1,2,7,"No","No","No","Public"
"950",950,950,157500,0.3,0,31,24500,0,0,2,2,3,1778,1,1.5,7,"No","No","No","Public"
"951",951,951,285000,0.65,0,23,72000,0,1,2,2,3,2514,1,2.5,10,"No","Yes","No","Public"
"952",952,952,217500,0.56,0,35,30800,0,0,2,3,3,2700,1,2.5,10,"No","No","No","Public"
"953",953,953,300000,0.7,0,21,39200,0,1,2,2,3,2330,1,3.5,8,"No","Yes","No","Public"
"954",954,954,161225,0.6,0,33,32000,0,0,2,3,3,2676,1,2.5,11,"No","No","No","Public"
"955",955,955,217000,2.85,0,25,54700,0,1,3,4,2,2180,1,2,8,"No","Yes","No","Private"
"956",956,956,250000,0.47,0,21,48300,0,1,2,2,3,2284,1,2.5,9,"No","Yes","No","Public"
"957",957,957,124000,0.06,0,19,16400,0,0,3,4,3,1314,0,1.5,6,"No","No","No","Public"
"958",958,958,248000,0.41,0,35,44300,0,0,2,2,2,2396,1,2.5,11,"No","No","No","Private"
"959",959,959,187000,0.57,0,45,33200,0,0,2,3,2,2088,1,2,8,"No","No","No","Private"
"960",960,960,195000,0.48,0,39,28200,0,0,2,3,3,2310,1,2.5,11,"No","No","No","Public"
"961",961,961,239900,0.53,0,19,65800,0,1,2,2,3,2040,1,2.5,10,"No","Yes","No","Public"
"962",962,962,475000,12.2,0,19,111300,0,1,3,2,2,2599,1,2.5,11,"No","Yes","No","Private"
"963",963,963,246000,0.61,0,16,29100,0,0,2,3,3,1702,1,1.5,6,"No","No","No","Public"
"964",964,964,219900,0.49,0,18,28600,0,0,2,3,3,2125,1,2.5,8,"No","No","No","Public"
"965",965,965,193500,0.6,0,38,32000,0,0,2,3,3,2310,1,2.5,10,"No","No","No","Public"
"966",966,966,122000,0.12,0,31,18200,0,1,2,2,3,1431,0,1.5,8,"No","Yes","No","Public"
"967",967,967,118000,0.15,0,20,18500,0,0,2,3,3,924,0,1,7,"No","No","No","Public"
"968",968,968,125000,0.77,0,126,36300,0,0,2,2,2,1799,1,1,6,"No","No","No","Private"
"969",969,969,101000,0.26,0,23,18200,0,0,3,4,3,976,0,2,5,"No","No","No","Public"
"970",970,970,249000,0.66,0,19,53000,0,1,2,2,3,2217,1,2.5,8,"No","Yes","No","Public"
"971",971,971,180000,0.57,0,102,25800,0,0,4,3,2,1969,2,1,6,"No","No","No","Private"
"972",972,972,292500,0.47,0,19,75200,0,1,2,2,3,2376,1,2.5,8,"No","Yes","No","Public"
"973",973,973,199500,0.48,0,18,36700,0,0,2,3,3,1585,1,1.5,5,"No","No","No","Public"
"974",974,974,205100,0.46,0,32,32700,0,0,2,2,3,1453,1,2,7,"No","No","No","Public"
"975",975,975,330000,0.57,0,12,67300,0,1,4,2,3,2973,1,3,11,"No","Yes","No","Public"
"976",976,976,179000,0.43,0,37,31400,0,0,2,2,3,1612,1,1.5,7,"No","No","No","Public"
"977",977,977,342000,0.58,0,4,17400,0,1,2,2,3,2734,1,2.5,9,"No","Yes","No","Public"
"978",978,978,145000,0.15,0,22,18500,0,1,3,4,3,1479,1,1.5,5,"No","Yes","No","Public"
"979",979,979,66000,0.14,0,19,18400,0,1,3,4,3,945,0,1,3,"No","Yes","No","Public"
"980",980,980,269900,0.4,0,25,25000,0,0,2,3,3,1938,1,2.5,8,"No","No","No","Public"
"981",981,981,154000,0.1,0,174,32800,0,0,4,2,2,1364,1,1,9,"No","No","No","Private"
"982",982,982,454900,0.5,0,2,15000,0,1,2,2,3,3242,1,2.5,11,"No","Yes","No","Public"
"983",983,983,249900,0.42,0,23,57500,0,1,2,2,3,1571,2,2,7,"No","Yes","No","Public"
"984",984,984,165000,0.09,0,21,17600,0,1,3,4,3,1314,1,1.5,6,"No","Yes","No","Public"
"985",985,985,329000,0.46,0,3,16100,0,1,2,2,3,2413,1,1.5,11,"No","Yes","No","Public"
"986",986,986,49387,0.48,0,56,31800,0,0,4,2,2,900,1,1,5,"No","No","No","Private"
"987",987,987,445000,0.58,0,0,17400,0,1,2,2,3,3157,1,3.5,10,"No","Yes","No","Public"
"988",988,988,73000,0.28,0,102,22400,0,0,4,3,2,908,1,1,7,"No","No","No","Private"
"989",989,989,125000,0.13,0,20,18300,0,0,3,4,3,924,0,1,6,"No","No","No","Public"
"990",990,990,146500,0.12,0,18,18200,0,1,3,4,3,1138,1,1,6,"No","Yes","No","Public"
"991",991,991,209000,0.45,0,38,27000,0,0,2,3,3,2310,1,2.5,12,"No","No","No","Public"
"992",992,992,196500,0.46,0,30,30400,0,0,2,2,3,1874,1,2,9,"No","No","No","Public"
"993",993,993,157000,0.29,0,20,20300,0,0,3,4,3,1228,0,1.5,6,"No","No","No","Public"
"994",994,994,125500,0.06,0,19,16400,0,1,2,2,3,1479,1,1.5,5,"No","Yes","No","Public"
"995",995,995,190000,0.44,0,38,31800,0,0,2,2,3,1612,0,1.5,6,"No","No","No","Public"
"996",996,996,250000,0.49,0,22,48800,0,1,3,4,3,2088,1,2.5,6,"No","Yes","No","Public"
"997",997,997,255000,0.4,0,4,30000,0,0,2,2,3,2131,1,2.5,10,"No","No","No","Public"
"998",998,998,129700,0.15,0,20,18500,0,0,2,2,3,924,1,1,5,"No","No","No","Public"
"999",999,999,65000,0.34,0,74,24800,0,0,3,4,2,1692,0,1.5,8,"No","No","No","Private"
"1000",1000,1000,107000,0.28,0,82,12600,0,0,2,2,2,1568,0,1,7,"No","No","No","Private"
"1001",1001,1001,255000,0.57,0,35,33200,0,1,2,2,3,2262,1,2.5,9,"No","Yes","No","Public"
"1002",1002,1002,398000,0.61,0,8,71200,0,1,2,2,3,2960,1,2.5,10,"No","Yes","No","Public"
"1003",1003,1003,176000,0.45,0,31,27000,0,0,2,3,3,1683,1,2.5,8,"No","No","No","Public"
"1004",1004,1004,249900,0.86,0,36,35800,0,1,2,3,3,2680,1,3.5,12,"No","Yes","No","Public"
"1005",1005,1005,244900,0.38,0,26,40100,0,0,4,2,2,2742,1,3,8,"No","No","No","Private"
"1006",1006,1006,220000,0.5,0,30,29000,0,0,2,3,3,2012,1,2.5,10,"No","No","No","Public"
"1007",1007,1007,241000,0.35,0,31,27800,0,0,2,2,3,2702,1,1.5,9,"No","No","No","Public"
"1008",1008,1008,159900,0.13,0,21,18300,0,1,2,2,3,1314,1,1.5,6,"No","Yes","No","Public"
"1009",1009,1009,177555,0.56,0,38,34800,0,0,2,2,3,1672,1,1.5,8,"No","No","No","Public"
"1010",1010,1010,95000,0.2,0,55,7700,0,0,4,2,2,1200,0,1,4,"No","No","No","Private"
"1011",1011,1011,5000,0.29,0,4,35800,0,1,2,2,3,1700,1,2.5,6,"No","Yes","No","Public"
"1012",1012,1012,264900,0.5,0,40,29000,0,0,2,3,3,2652,1,3.5,12,"No","No","No","Public"
"1013",1013,1013,315000,0.77,0,16,74400,0,1,2,3,3,3062,1,2.5,9,"No","Yes","No","Public"
"1014",1014,1014,155000,0.09,0,25,17600,0,1,2,2,3,1290,1,1.5,5,"No","Yes","No","Public"
"1015",1015,1015,130000,0.22,0,23,15400,0,0,3,4,3,1012,0,2,5,"No","No","No","Public"
"1016",1016,1016,238000,0.71,0,35,35100,0,0,2,3,3,2310,1,2.5,7,"No","No","No","Public"
"1017",1017,1017,224000,0.33,0,31,26500,0,0,2,2,3,2026,1,2.5,7,"No","No","No","Public"
"1018",1018,1018,211000,1,0,18,31800,0,1,2,2,1,1404,0,1,6,"No","Yes","No","None"
"1019",1019,1019,279000,0.23,0,13,34100,0,1,2,2,2,1782,0,1,8,"No","Yes","No","Private"
"1020",1020,1020,242000,0.11,0,15,42000,0,1,2,2,3,2002,1,2.5,8,"No","Yes","No","Public"
"1021",1021,1021,199875,0.61,0,36,35100,0,1,2,2,3,1782,1,1.5,7,"No","Yes","No","Public"
"1022",1022,1022,259900,0.46,0,11,27400,0,1,4,2,3,2212,1,2.5,10,"No","Yes","No","Public"
"1023",1023,1023,200000,1.28,0,84,34600,0,1,4,4,2,1872,0,1,7,"No","Yes","No","Private"
"1024",1024,1024,212000,0.71,0,36,35100,0,0,2,3,3,1804,1,2.5,7,"No","No","No","Public"
"1025",1025,1025,230000,0.47,0,41,27800,0,0,2,3,3,1910,1,2.5,5,"No","No","No","Public"
"1026",1026,1026,189000,0.42,0,28,30900,0,1,2,2,3,1632,1,1.5,7,"No","Yes","No","Public"
"1027",1027,1027,313635,1.93,0,16,131500,0,1,2,2,2,3824,2,4,12,"No","Yes","No","Private"
"1028",1028,1028,185000,0.48,0,32,33600,0,0,2,2,3,1196,0,1.5,5,"No","No","No","Public"
"1029",1029,1029,239900,0.42,0,30,23200,0,1,2,3,3,2259,1,2.5,11,"No","Yes","No","Public"
"1030",1030,1030,202000,0.48,0,39,25400,0,1,2,3,3,1690,1,2,6,"No","Yes","No","Public"
"1031",1031,1031,155000,0.12,0,19,18200,0,1,2,3,3,1227,1,2,6,"No","Yes","No","Public"
"1032",1032,1032,120000,1.48,0,57,36000,0,0,2,2,2,1278,1,1,7,"No","No","No","Private"
"1033",1033,1033,78000,0.33,0,77,33500,0,0,4,2,2,668,0,1,2,"No","No","No","Private"
"1034",1034,1034,311000,0.46,0,17,60500,0,1,2,3,3,2762,1,2.5,8,"No","Yes","No","Public"
"1035",1035,1035,198000,0.32,0,38,42500,0,0,2,2,2,1558,1,1,4,"No","No","No","Private"
"1036",1036,1036,158500,0.92,0,11,36100,0,0,3,4,2,1352,0,2,5,"No","No","No","Private"
"1037",1037,1037,227000,0.46,0,37,27400,0,0,2,3,3,1920,1,2.5,9,"No","No","No","Public"
"1038",1038,1038,265900,0.34,0,6,36000,0,0,2,2,3,1940,1,2.5,7,"No","No","No","Public"
"1039",1039,1039,163000,0.23,0,30,19300,0,0,2,2,3,1249,0,1.5,8,"No","No","No","Public"
"1040",1040,1040,165000,0.28,0,27,19600,0,0,2,3,3,1576,0,2.5,4,"No","No","No","Public"
"1041",1041,1041,151000,0.07,0,30,16800,0,1,2,2,3,1419,0,1.5,4,"No","Yes","No","Public"
"1042",1042,1042,200000,0.29,0,4,35800,0,1,2,2,3,1700,1,2.5,7,"No","Yes","No","Public"
"1043",1043,1043,299900,0.77,0,15,38700,0,1,2,2,3,2748,1,3.5,8,"No","Yes","No","Public"
"1044",1044,1044,210000,0.33,0,18,35500,0,1,2,2,3,1792,1,2.5,7,"No","Yes","No","Public"
"1045",1045,1045,220000,0.66,0,36,35300,0,0,3,4,2,1724,0,1.5,8,"No","No","No","Private"
"1046",1046,1046,326900,1,0,15,83600,0,1,2,2,3,2692,1,3.5,8,"No","Yes","No","Public"
